"model","index","z"
"Hawkes_correct",426,2.57712862686259
"Hawkes_correct",427,2.20590282366635
"Hawkes_correct",428,0.522938545372256
"Hawkes_correct",429,1.98399604458859
"Hawkes_correct",430,0.956739744231015
"Hawkes_correct",431,0.0667180236616218
"Hawkes_correct",432,1.88940396510918
"Hawkes_correct",433,0.441046145724385
"Hawkes_correct",434,0.219477455388983
"Hawkes_correct",435,1.20263119276166
"Hawkes_correct",436,0.307072905612017
"Hawkes_correct",437,0.0795159833570551
"Hawkes_correct",438,0.138092712973673
"Hawkes_correct",439,0.342351286416488
"Hawkes_correct",440,0.160154870033864
"Hawkes_correct",441,4.10603479655714
"Hawkes_correct",442,0.789279309502263
"Hawkes_correct",443,0.836338261183357
"Hawkes_correct",444,0.37104538079376
"Hawkes_correct",445,0.0798736167938046
"Hawkes_correct",446,0.267389452972054
"Hawkes_correct",447,1.59686806377925
"Hawkes_correct",448,0.339451367988829
"Hawkes_correct",449,0.959603438863269
"Hawkes_correct",450,1.12000805600894
"Hawkes_correct",451,3.38750018782758
"Hawkes_correct",452,0.72440320454649
"Hawkes_correct",453,0.154357900832736
"Hawkes_correct",454,1.68056035842977
"Hawkes_correct",455,0.465684466319885
"Hawkes_correct",456,0.561563523024404
"Hawkes_correct",457,0.968833007435308
"Hawkes_correct",458,0.630821222274449
"Hawkes_correct",459,0.401594599954592
"Hawkes_correct",460,0.766060038173919
"Hawkes_correct",461,0.129911235233294
"Hawkes_correct",462,1.09442162272273
"Hawkes_correct",463,0.9968602673963
"Hawkes_correct",464,0.933477873967036
"Hawkes_correct",465,0.283424798623514
"Hawkes_correct",466,1.11568100403258
"Hawkes_correct",467,0.767971351997971
"Hawkes_correct",468,2.1010340618958
"Hawkes_correct",469,0.692657584089602
"Hawkes_correct",470,0.957219149714433
"Hawkes_correct",471,0.309811221736766
"Hawkes_correct",472,0.13806387789225
"Hawkes_correct",473,3.00344123492897
"Hawkes_correct",474,0.622765778531232
"Hawkes_correct",475,1.53749245714806
"Hawkes_correct",476,0.60111538452361
"Hawkes_correct",477,0.427137541681077
"Hawkes_correct",478,3.92435240011531
"Hawkes_correct",479,0.521500297852754
"Hawkes_correct",480,0.463129534179018
"Hawkes_correct",481,1.00565765807619
"Hawkes_correct",482,0.0321359112838309
"Hawkes_correct",483,0.0467299461993775
"Hawkes_correct",484,2.31847464060723
"Hawkes_correct",485,1.81139460109898
"Hawkes_correct",486,0.786916353387255
"Hawkes_correct",487,0.675853290996315
"Hawkes_correct",488,0.556330620097015
"Hawkes_correct",489,0.174465637906223
"Hawkes_correct",490,0.797034222331604
"Hawkes_correct",491,0.163888764099852
"Hawkes_correct",492,0.562540728762087
"Hawkes_correct",493,0.315044515880231
"Hawkes_correct",494,1.46748226757381
"Hawkes_correct",495,1.07691913628264
"Hawkes_correct",496,1.50273033906456
"Hawkes_correct",497,0.226563272210228
"Hawkes_correct",498,0.337053286192713
"Hawkes_correct",499,1.04109188202904
"Hawkes_correct",500,1.14496406025137
"Hawkes_correct",501,0.209522611420653
"Hawkes_correct",502,0.0833020023122799
"Hawkes_correct",503,1.32149910420515
"Hawkes_correct",504,0.568344364845188
"Hawkes_correct",505,0.693778186775262
"Hawkes_correct",506,2.321421245583
"Hawkes_correct",507,0.168477915517883
"Hawkes_correct",508,0.0603163849898465
"Hawkes_correct",509,1.20757292179621
"Hawkes_correct",510,0.445862703118678
"Hawkes_correct",511,1.97137412962115
"Hawkes_correct",512,0.643241868301743
"Hawkes_correct",513,1.62647163733322
"Hawkes_correct",514,1.3657338469925
"Hawkes_correct",515,0.268524189915865
"Hawkes_correct",516,0.344405533381746
"Hawkes_correct",517,2.12979794130342
"Hawkes_correct",518,3.00352220552998
"Hawkes_correct",519,1.13444062723272
"Hawkes_correct",520,0.0940247081973666
"Hawkes_correct",521,0.808851245646338
"Hawkes_correct",522,0.757675162208443
"Hawkes_correct",523,0.571088497583787
"Hawkes_correct",524,1.53900865974492
"Hawkes_correct",525,0.190532075558281
"Hawkes_correct",526,0.849323420387236
"Hawkes_correct",527,0.0801179273921662
"Hawkes_correct",528,0.00582120977526301
"Hawkes_correct",529,1.00987431139333
"Hawkes_correct",530,5.75433017339606
"Hawkes_correct",531,0.440115067062948
"Hawkes_correct",532,0.9649814907267
"Hawkes_correct",533,0.333100721298479
"Hawkes_correct",534,1.27336383191823
"Hawkes_correct",535,1.23388089336243
"Hawkes_correct",536,0.564828741909082
"Hawkes_correct",537,1.07551402314857
"Hawkes_correct",538,2.37121320870801
"Hawkes_correct",539,0.482657302625171
"Hawkes_correct",540,0.235516947721521
"Hawkes_correct",541,0.406318566718596
"Hawkes_correct",542,0.935121893516339
"Hawkes_correct",543,0.176823508253733
"Hawkes_correct",544,1.32292846941516
"Hawkes_correct",545,0.104741099286343
"Hawkes_correct",546,2.0419686629026
"Hawkes_correct",547,0.625436703365494
"Hawkes_correct",548,1.12255148486565
"Hawkes_correct",549,1.02361936472585
"Hawkes_correct",550,0.692356076425199
"Hawkes_correct",551,1.2962090750533
"Hawkes_correct",552,0.182776857790714
"Hawkes_correct",553,1.35552331451368
"Hawkes_correct",554,0.846912534955095
"Hawkes_correct",555,0.541130449585808
"Hawkes_correct",556,0.822882738520775
"Hawkes_correct",557,0.78797515048575
"Hawkes_correct",558,1.0447995626439
"Hawkes_correct",559,4.4967699863671
"Hawkes_correct",560,2.43132146820494
"Hawkes_correct",561,0.303938372884772
"Hawkes_correct",562,3.75096114466726
"Hawkes_correct",563,3.13817633219094
"Hawkes_correct",564,0.549684336586665
"Hawkes_correct",565,2.99350857391175
"Hawkes_correct",566,0.0365523872146696
"Hawkes_correct",567,0.855101643489775
"Hawkes_correct",568,0.747989087992664
"Hawkes_correct",569,0.503724018628191
"Hawkes_correct",570,0.236145844306975
"Hawkes_correct",571,0.0860308900266773
"Hawkes_correct",572,0.5745251683569
"Hawkes_correct",573,0.149676552358869
"Hawkes_correct",574,2.64760782228643
"Hawkes_correct",575,0.783213205800621
"Hawkes_correct",576,1.17450882526089
"Hawkes_correct",577,0.536714999949254
"Hawkes_correct",578,1.29919956548952
"Hawkes_correct",579,0.281383985264711
"Hawkes_correct",580,0.477601297057731
"Hawkes_correct",581,0.162944289902725
"Hawkes_correct",582,0.175737031162839
"Hawkes_correct",583,3.61948673547261
"Hawkes_correct",584,0.750087893772502
"Hawkes_correct",585,1.28724013715521
"Hawkes_correct",586,0.679099278023727
"Hawkes_correct",587,0.389965375961424
"Hawkes_correct",588,3.25489806030146
"Hawkes_correct",589,1.89138016009201
"Hawkes_correct",590,0.863833529797148
"Hawkes_correct",591,0.0621649065756174
"Hawkes_correct",592,0.421624810283902
"Hawkes_correct",593,0.0832866088273931
"Hawkes_correct",594,0.215974228314508
"Hawkes_correct",595,0.427334109604317
"Hawkes_correct",596,1.18984971195619
"Hawkes_correct",597,0.220183297099766
"Hawkes_correct",598,0.572385716905728
"Hawkes_correct",599,0.00873559197054874
"Hawkes_correct",600,0.225796947100321
"Hawkes_correct",601,0.689217522940453
"Hawkes_correct",602,0.443188067793358
"Hawkes_correct",603,0.0423757082396605
"Hawkes_correct",604,0.52052315648632
"Hawkes_correct",605,0.197918284127013
"Hawkes_correct",606,1.21211976623215
"Hawkes_correct",607,1.0354479025749
"Hawkes_correct",608,0.0348614958371627
"Hawkes_correct",609,0.42459465724005
"Hawkes_correct",610,0.883184960408585
"Hawkes_correct",611,0.418994381291213
"Hawkes_correct",612,0.0632518854260979
