"branching_true","alpha_true","beta_true","replicate","n_events","observed_LR","branching_hat","p_empirical","p_corrected","reject","max_boot_LR","mean_boot_LR"
0.05,0.06,1.2,23,151,1.49506649646844,0.0374543776979161,0.16,0.176470588235294,FALSE,5.21419476478769,0.769490597172836
0.05,0.06,1.2,24,146,3.10022421715064,0.145855185531682,0.12,0.137254901960784,FALSE,9.96015276980739,1.3216598743346
0.05,0.06,1.2,25,146,0.440583550957683,0.0793140797356035,0.46,0.470588235294118,FALSE,4.84611095979403,0.907240126713733
0.05,0.06,1.2,26,179,4.11518637162777,0.285174208142221,0.02,0.0392156862745098,TRUE,7.12750292420367,1.1356442343515
0.05,0.06,1.2,27,146,2.09436362163069,0.179206547798785,0.16,0.176470588235294,FALSE,9.23469964810772,0.957301193521237
0.05,0.06,1.2,28,172,0.944176951657539,0.0407705416584199,0.36,0.372549019607843,FALSE,6.37772093331557,0.976829318830589
0.05,0.06,1.2,29,142,0.129727165197949,0.0448335038883719,0.46,0.470588235294118,FALSE,6.8627840681238,0.852382055353775
0.05,0.06,1.2,30,168,4.61645067605065,0.30105047904894,0.02,0.0392156862745098,TRUE,12.5709205868538,0.735503132361458
0.1,0.12,1.2,1,158,1.33961249932696,0.0639990815221661,0.36,0.372549019607843,FALSE,12.4685482458038,1.47105666741801
0.1,0.12,1.2,2,182,0,8.68476192755945e-08,1,1,FALSE,8.15310814438772,0.691741443945418
0.1,0.12,1.2,3,181,1.15971082461732,0.062785185775036,0.28,0.294117647058824,FALSE,5.36647174817398,0.907122167248331
0.1,0.12,1.2,4,172,0.6933590291776,0.100621006978597,0.3,0.313725490196078,FALSE,8.63263477029608,0.978455826870322
0.1,0.12,1.2,5,188,4.08795889343264,0.20043212384059,0.04,0.0588235294117647,FALSE,6.16317477781922,0.681955493612133
0.1,0.12,1.2,6,172,0.943247879084595,0.10686170743376,0.18,0.196078431372549,FALSE,6.00808191949307,0.58579973143824
0.1,0.12,1.2,7,160,0.215945567053268,0.0293164063114744,0.4,0.411764705882353,FALSE,6.89451016968951,1.04243453386588
0.1,0.12,1.2,8,156,9.89587100982095,0.164788112234184,0.02,0.0392156862745098,TRUE,9.99013741826332,1.17021642977008
0.1,0.12,1.2,9,148,4.13179787462144,0.226026452765738,0.04,0.0588235294117647,FALSE,5.71490221285893,0.889289246796771
0.1,0.12,1.2,10,159,0.466916900383126,0.069827574497498,0.42,0.431372549019608,FALSE,8.8456808817204,1.18301716190712
0.1,0.12,1.2,11,174,0.602387334346872,0.0276642066840096,0.28,0.294117647058824,FALSE,8.57813076428778,1.00523676202684
0.1,0.12,1.2,12,176,1.35501889609327,0.0226033079153515,0.26,0.274509803921569,FALSE,5.75375523596205,0.907440937785976
0.1,0.12,1.2,13,188,9.06171960468924,0.215410688347342,0,0.0196078431372549,TRUE,2.53886770825693,0.465750827151789
0.1,0.12,1.2,14,191,6.45488411235647,0.0319591770650396,0.02,0.0392156862745098,TRUE,13.825614507612,0.827433502868155
0.1,0.12,1.2,15,164,6.67001242360635,0.116505989511233,0,0.0196078431372549,TRUE,4.96183549729847,0.835214798915108
0.1,0.12,1.2,16,160,1.53475421361787,0.113846850618628,0.26,0.274509803921569,FALSE,8.92915257388216,1.21374066732916
0.1,0.12,1.2,17,157,8.98599145526401,0.190913596321862,0,0.0196078431372549,TRUE,5.25432715974796,1.40276427084719
0.1,0.12,1.2,18,169,0.00800848166983315,0.00111637528989508,0.44,0.450980392156863,FALSE,4.85035793714212,0.651817646751743
0.1,0.12,1.2,19,165,7.44251765959285,0.154695961487155,0.02,0.0392156862745098,TRUE,11.0954269608794,1.26101751824125
0.1,0.12,1.2,20,166,1.20100883545422,0.0368112188474158,0.22,0.235294117647059,FALSE,19.9212823609998,1.29745614838783
0.1,0.12,1.2,21,204,0.20744670690101,0.0343915104855925,0.5,0.509803921568627,FALSE,6.81566658573712,1.01689338575377
0.1,0.12,1.2,22,161,5.28658327960392,0.273455961731155,0.04,0.0588235294117647,FALSE,11.5138868229888,1.34043313525033
